nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_03_22,02_03_22,03_03_22,04_03_22,05_03_22,06_03_22,07_03_22,08_03_22,09_03_22,10_03_22,11_03_22,12_03_22,13_03_22,14_03_22,total
Águas Claras,292740808A,Salvador,Salvador (Águas Claras) - 292740808A,-12.8944,-38.441889,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,56.12,23.23,28.14,0.6,0.6,2.56,4.33,3.35,7.5,1.19,0.0,0.59,128.21
Alto do Peru,292740812A,Salvador,Salvador (Alto do Peru) - 292740812A,-12.939122,-38.486334,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,56.0,33.53,40.75,0.79,4.73,6.69,15.55,4.32,3.36,1.39,0.0,0.2,167.31
CAB,292740811A,Salvador,Salvador (CAB) - 292740811A,-12.943354,-38.421264,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,42.26,25.55,29.96,21.19,5.58,10.57,2.96,0.6,2.75,0.99,0.0,0.0,142.42
Cosme de Farias,292740816A,Salvador,Salvador (Cosme de Farias) - 292740816A,-12.979402,-38.4855,Recôncavo,RPGA do Recôncavo Norte,0.0,1.18,47.03,22.73,33.47,4.92,8.48,0.79,5.53,3.34,6.5,2.55,0.0,0.0,136.53
São Caetano,292740814A,Salvador,Salvador (São Caetano) - 292740814A,-12.939678,-38.474667,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,53.56,30.53,41.17,0.59,5.31,5.71,17.96,3.75,5.92,0.79,0.59,0.0,165.88
Pirajá,292740801A,Salvador,Salvador (Pirajá) - 292740801A,-12.8994,-38.458833,Recôncavo,RPGA do Recôncavo Norte,2.56,0.2,55.21,31.55,36.62,3.16,6.53,4.15,8.91,2.2,5.34,1.39,0.0,0.2,158.02
Rio Sena,292740805A,Salvador,Salvador (Rio Sena) - 292740805A,-12.891344,-38.470778,Recôncavo,RPGA do Recôncavo Norte,0.2,0.0,73.49,26.1,30.8,2.17,2.96,6.48,3.55,4.53,5.52,2.17,0.0,0.2,158.17
Valéria,292740817A,Salvador,Salvador (Valéria) - 292740817A,-12.8644,-38.438276,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,75.56,37.74,30.92,0.59,1.18,0.0,1.58,2.56,4.13,0.0,0.0,0.0,154.27
Feira de Santana,A413,Feira de Santana,Feira de Santana - A413,-12.1962,-38.967384,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,7.8,32.6,8.6,6.8,1.4,0.0,0.8,1.4,6.8,1.4,0.0,0.0,67.6
Santa Terezinha,290650105A,Candeias,Candeias (Santa Terezinha) - 290650105A,-12.647172,-38.539112,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,31.16,12.62,14.45,0.2,4.74,3.55,2.99,28.79,11.82,0.2,0.2,2.56,113.28
Centro,290650101A,Candeias,Candeias (Centro) - 290650101A,-12.670229,-38.544112,Recôncavo,RPGA do Recôncavo Norte,0.0,3.35,29.12,12.47,31.77,3.15,8.65,3.35,2.75,24.42,3.16,1.78,1.97,0.0,125.94
Sarandi,290650104A,Candeias,Candeias (Sarandi) - 290650104A,-12.671341,-38.531056,Recôncavo,RPGA do Recôncavo Norte,0.0,0.59,29.32,9.87,24.5,0.2,2.97,3.74,1.38,30.77,6.12,3.16,4.72,0.0,117.34
Areia Branca,291920706A,Lauro de Freitas,Lauro de Freitas (Areia Branca) - 291920706A,-12.841,-38.337,Recôncavo,RPGA do Recôncavo Norte,0.0,0.2,62.61,44.18,25.19,23.26,9.05,5.12,7.91,3.35,2.17,3.16,0.0,0.98,187.18
Periperi,292740820A,Salvador,Salvador (Periperi) - 292740820A,-12.867344,-38.458111,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,77.8,34.2,23.2,1.8,1.4,1.4,2.0,2.6,4.6,0.2,0.0,0.0,149.2
Itinga 02,291920704A,Lauro de Freitas,Lauro de Freitas (Itinga 02) - 291920704A,-12.89,-38.353,Recôncavo,RPGA do Recôncavo Norte,0.0,0.2,84.58,47.71,35.05,11.03,6.3,0.59,8.89,1.19,0.98,0.99,0.0,0.2,197.71
Mussurunga,292740821A,Salvador,Salvador (Mussurunga) - 292740821A,-12.907733,-38.440111,Recôncavo,RPGA do Recôncavo Norte,0.0,0.2,70.0,37.6,48.0,4.2,0.6,1.0,6.2,2.4,10.8,0.2,0.2,0.0,181.4
Vila Praiana,291920702A,Lauro de Freitas,Lauro de Freitas (Vila Praiana) - 291920702A,-12.901,-38.308,Recôncavo,RPGA do Recôncavo Norte,0.6,0.81,49.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.71
Portão,291920701A,Lauro de Freitas,Lauro de Freitas (Portão) - 291920701A,-12.87,-38.305,Recôncavo,RPGA do Recôncavo Norte,0.0,1.57,51.79,73.59,29.95,7.56,1.2,0.4,0.4,0.2,0.2,0.0,0.0,0.0,166.86
Itapuã,292740819A,Salvador,Salvador (Itapuã) - 292740819A,-12.947736,-38.370136,Recôncavo,RPGA do Recôncavo Norte,0.8,0.0,34.4,23.2,42.8,3.2,4.2,0.0,4.0,0.4,5.0,0.0,0.0,0.0,118.0
Rua 02 de Julho,291920705A,Lauro de Freitas,Lauro de Freitas (Rua 02 de Julho) - 291920705A,-12.839,-38.35,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,75.24,47.66,33.55,21.27,9.25,6.49,7.68,1.58,1.58,3.35,0.0,0.0,207.66
Tancredo Neves,292740823A,Salvador,Salvador (Tancredo Neves) - 292740823A,-12.945347,-38.453472,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,48.4,31.4,40.2,0.8,7.4,6.8,5.2,3.2,1.0,3.8,0.0,0.0,148.2
Muritiba,PG-PR-12,Muritiba,Muritiba - PG-PR-12,-12.617895,-39.005591,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,23.0,8.2,13.0,2.6,0.4,0.0,0.2,0.6,0.8,0.2,0.0,0.0,49.01
Dois de Julho,291120401A,Gandú,Gandú (Dois de Julho) - 291120401A,-13.741357,-39.48303,Recôncavo,RPGA do Recôncavo Sul,13.0,0.0,41.54,27.21,37.65,2.17,4.75,4.94,10.84,15.6,2.77,4.32,0.0,0.79,165.58
Estação Rádio Marinha,A456,Salvador,Salvador (Estação Rádio Marinha) - A456,-12.808222,-38.495944,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,74.6,19.8,60.2,6.6,5.4,13.4,4.8,0.2,2.8,0.0,0.0,24.2,212.0
Cachoeira,290490201A,Cachoeira,Cachoeira - 290490201A,-12.607725,-38.960655,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,34.6,17.2,30.4,5.2,5.0,0.0,5.2,10.4,0.6,0.6,0.0,0.0,109.2
Centro,291345701A,Igrapiúna,Igrapiúna (Centro) - 291345701A,-13.819025,-39.141885,Recôncavo,RPGA do Recôncavo Sul,5.2,0.0,35.0,32.4,67.0,8.4,12.4,9.0,19.4,2.2,18.4,2.0,0.6,5.8,217.8
Rua São Roque,293290301A,Valença,Valença (Rua São Roque) - 293290301A,-13.363,-39.078,Recôncavo,RPGA do Recôncavo Sul,0.4,3.34,135.38,28.77,70.11,13.78,15.98,11.43,30.4,3.35,7.49,0.4,1.41,0.79,323.04
São Félix,292900801A,São Félix,São Félix - 292900801A,-12.606591,-38.969939,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,32.8,14.8,24.8,4.6,3.4,0.0,4.2,6.8,0.8,1.6,0.0,0.0,93.8
Góes Calmon,293070901A,Simões Filho,Simões Filho (Góes Calmon) - 293070901A,-12.780101,-38.353331,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,61.6,27.4,25.8,0.6,3.2,0.6,5.6,19.2,7.6,1.0,1.0,0.2,153.8
Centro,293070903A,Simões Filho,Simões Filho (Centro) - 293070903A,-12.788344,-38.396864,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,46.2,26.4,33.2,4.0,3.6,1.2,4.2,17.0,7.2,0.4,0.2,0.0,143.6
CIA,293070902A,Simões Filho,Simões Filho (CIA) - 293070902A,-12.825461,-38.409051,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,82.0,54.8,52.4,6.8,5.8,3.0,3.0,10.0,4.8,0.2,0.0,0.0,222.81
Milagres,RS-CL-02,Milagres,Milagres - RS-CL-02,-12.91389,-39.74351,Recôncavo,RPGA do Recôncavo Sul,0.2,0.0,9.2,4.8,20.0,1.4,8.0,0.4,0.0,0.0,1.6,0.6,0.0,0.0,46.2
PC Argoim,51351000,Rafael Jambeiro,Rafael Jambeiro (PC Argoim) - 51351000,-12.5867,-39.5217,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,1.0,1.4,2.0,8.6,1.6,0.2,1.4,0.2,2.4,1.4,0.0,1.2,21.4
PC Rio Paratigi,51370000,Santo Estevão,Santo Estevão (PC Rio Paratigi) - 51370000,-12.51503,-39.38272,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,4.4,8.4,6.4,12.4,14.0,1.6,6.6,0.8,5.8,0.8,0.4,0.0,61.6
Ondina,83229,Salvador,Salvador (Ondina) - 83229,-13.005278,-38.505833,Recôncavo,RPGA do Recôncavo Norte,0.3,0.5,38.1,39.8,27.0,8.4,7.6,0.0,11.7,0.6,3.4,4.0,0.0,0.0,141.4
Cândido Sales,53620000,Cândido Sales,Cândido Sales - 53620000,-15.512891,-41.236629,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,2.2
Itiruçu,A407,Itiruçu,Itiruçu - A407,-13.52629,-40.12055,Sudoeste,RPGA do Recôncavo Sul,0.0,0.0,11.4,3.0,12.0,5.6,22.4,1.2,2.2,1.2,2.2,1.4,0.0,0.0,62.61
Vitória da Conquista,A414,Vitória da Conquista,Vitória da Conquista - A414,-14.886428,-40.80133,Sudoeste,RPGA do Rio Pardo,0.0,0.2,0.0,0.0,6.2,1.4,5.0,1.0,0.2,13.8,0.4,0.0,0.0,0.0,28.2
Lagoa,291760701A,Jaguaquara,Jaguaquara (Lagoa) - 291760701A,-13.523228,-39.968685,Sudoeste,RPGA do Recôncavo Sul,0.0,0.0,24.4,8.8,8.4,7.4,4.6,1.0,3.8,0.4,1.2,0.4,0.0,0.0,60.4
Entroncamento,291760702A,Jaguaquara,Jaguaquara (Entroncamento) - 291760702A,-13.509869,-40.05461,Sudoeste,RPGA do Recôncavo Sul,0.2,0.0,16.2,4.8,8.0,6.2,5.4,2.2,2.6,3.8,0.4,1.0,0.0,0.0,50.8
Clerolândia,291640101A,Itapetinga,Itapetinga (Clerolândia) - 291640101A,-15.243,-40.221,Sudoeste,RPGA do Rio Pardo,0.2,1.38,0.6,1.18,10.57,1.43,1.97,0.0,0.0,23.29,4.13,2.57,0.0,0.0,47.32
Recreio,293330702A,Vitória da Conquista,Vitória da Conquista (Recreio) - 293330702A,-14.861,-40.841,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,2.96,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
Patagônia,293330704A,Vitória da Conquista,Vitória da Conquista (Patagônia) - 293330704A,-14.87,-40.863,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,1.38,0.2,2.2,0.0,0.0,1.01,0.0,0.0,0.0,0.0,4.79
Vitória da Conquista,83344,Vitória da Conquista,Vitória da Conquista - 83344,-14.883333,-40.8,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,6.8,1.9,5.1,0.8,0.2,14.6,0.2,0.0,0.0,0.0,29.6
Barcelar,293330705A,Vitória da Conquista,Vitória da Conquista (Barcelar) - 293330705A,-14.838,-40.856,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,4.33,0.4,2.78,0.0,0.0,2.76,0.0,0.0,0.0,0.0,10.27
Lomantão,293330703A,Vitória da Conquista,Vitória da Conquista (Lomantão) - 293330703A,-14.87,-40.827,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,6.1,0.2,4.54,0.2,0.0,5.32,0.0,0.0,0.0,0.0,16.36
Mascote,53950000,Mascote,Mascote - 53950000,-15.565561,-39.302756,Sul,RPGA do Rio Pardo,2.6,7.0,14.4,3.4,6.0,1.4,1.6,1.2,5.8,22.4,4.2,0.8,4.2,3.6,78.6
Fz Nanci,53880000,Camacã,Camacã (Fz Nanci) - 53880000,-15.581395,-39.521095,Sul,RPGA do Rio Pardo,3.6,7.4,12.4,0.8,1.0,4.6,15.6,1.6,0.8,7.4,0.2,0.6,0.0,1.8,57.8
PCH Cach. da Lixa M,55354000,Jucuruçu,Jucuruçu (PCH Cach. da Lixa M) - 55354000,-17.06703,-40.068619,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",2.0,0.0,7.8,0.2,1.6,11.8,0.6,0.2,1.4,13.6,2.6,0.0,0.2,0.0,42.0
PCH Colino II M,55355600,Vereda,Vereda (PCH Colino II M) - 55355600,-17.07126,-40.15474,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",0.25,0.0,8.0,0.0,13.25,14.25,1.0,0.25,2.25,25.5,5.25,0.0,0.0,0.0,70.0
PCH Colino I J,55357000,Jucuruçu,Jucuruçu (PCH Colino I J) - 55357000,-17.0822,-40.0772,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",2.25,0.0,1.0,3.25,7.5,33.75,3.5,0.0,3.5,18.0,12.75,0.0,0.0,0.0,85.5
Centro,290560201A,Camacan,Camacan (Centro) - 290560201A,-15.422225,-39.494984,Sul,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Itajuípe,,Itajuípe,Itajuípe,-14.6744,-39.3769,Sul,RPGA do Leste,0.8,0.2,1.6,14.0,6.2,6.4,9.8,3.8,6.6,24.8,0.4,0.0,0.2,0.2,75.01
Centro,290340901A,Belmonte,Belmonte (Centro) - 290340901A,-15.859179,-38.878025,Sul,RPGA do Rio Jequitinhonha,0.99,5.32,8.09,17.38,0.79,0.99,7.3,5.73,9.05,36.96,3.74,1.77,0.4,7.89,106.4
São João do Panelinha,290560202A,Camacan,Camacan (São João do Panelinha) - 290560202A,-15.375278,-39.489984,Sul,RPGA do Rio Pardo,0.59,1.58,8.09,8.85,1.37,24.37,10.66,0.2,15.96,19.0,5.91,3.14,0.0,0.0,99.73
Conquista,291360601A,Ilhéus,Ilhéus (Conquista) - 291360601A,-14.797213,-39.04608,Sul,RPGA do Leste,4.72,4.52,50.87,35.84,30.21,6.52,15.8,0.98,13.97,5.35,4.14,1.38,1.38,5.89,181.57
Malhado,291360602A,Ilhéus,Ilhéus (Malhado) - 291360602A,-14.789158,-39.048858,Sul,RPGA do Leste,2.39,2.37,40.08,32.31,22.26,2.17,15.8,0.0,21.46,8.27,5.11,1.38,2.0,5.9,161.51
São Caetano,291480202A,Itabuna,Itabuna (São Caetano) - 291480202A,-14.80638,-39.27803,Sul,RPGA do Leste,4.92,0.2,35.06,7.87,15.89,4.15,2.37,1.01,26.02,0.6,4.17,2.18,1.79,5.14,111.38
Barra do Rocha,290310201A,Barra do Rocha,Barra do Rocha - 290310201A,-14.208644,-39.598562,Sul,RPGA do Rio de Contas,4.0,0.0,44.8,28.4,3.4,5.8,11.8,6.2,7.8,6.6,35.6,9.2,0.0,1.2,164.8
Nova Ferradas,291480203A,Itabuna,Itabuna (Nova Ferradas) - 291480203A,-14.857213,-39.346922,Sul,RPGA do Leste,6.11,0.2,40.07,3.15,45.29,4.53,2.99,0.4,5.96,2.19,6.12,3.95,0.0,4.13,125.09
Guaratinga,83446,Guaratinga,Guaratinga - 83446,-16.58,-39.78,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",2.6,1.6,8.4,7.9,0.7,3.2,5.8,5.2,0.0,14.1,5.4,2.4,0.0,0.0,57.3
Novo Horizonte,291180801A,Guaratinga,Guaratinga (Novo Horizonte) - 291180801A,-16.582916,-39.780555,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",3.2,2.4,10.0,2.6,0.8,2.6,5.8,6.2,0.0,16.0,6.0,3.2,0.0,0.0,58.81
CPLAC,LE-CL-02,Jussari,Jussari (CPLAC) - LE-CL-02,-15.18683,-39.48713,Sul,RPGA do Leste,4.2,2.8,7.4,2.2,0.0,0.6,3.8,0.8,1.0,8.6,1.2,2.8,3.4,0.6,39.41
Centro,292300102A,Nova Viçosa,Nova Viçosa (Centro) - 292300102A,-17.893,-39.372,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",0.0,0.0,5.32,3.35,0.0,1.79,0.0,9.44,18.98,2.18,1.18,0.0,0.0,17.51,59.75
Posto da Mata,292300103A,Nova Viçosa,Nova Viçosa (Posto da Mata) - 292300103A,-17.896,-39.37,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",0.0,0.0,4.33,1.96,0.0,1.19,0.0,10.44,23.19,2.78,4.33,0.0,0.0,20.67,68.89
Centro,291560101A,Itamaraju,Itamaraju (Centro) - 291560101A,-17.027541,-39.534994,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",7.2,0.0,31.2,0.0,4.2,3.2,1.2,0.4,36.4,10.2,16.2,6.6,0.0,0.0,116.81
Areião,292530301A,Porto Seguro,Porto Seguro (Areião) - 292530301A,-16.441,-39.076,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",0.0,0.0,8.91,5.9,0.2,0.0,4.14,0.0,0.0,0.79,0.0,0.0,0.79,0.0,20.73
Pau Brasil,292390201A,Pau Brasil,Pau Brasil - 292390201A,-15.46122,-39.65225,Sul,RPGA do Rio Pardo,0.2,0.0,1.0,1.8,0.8,6.4,8.0,0.2,0.4,14.2,1.2,3.4,0.0,0.4,38.0
Centro,292805901A,Santa Luzia,Santa Luzia (Centro) - 292805901A,-15.42976,-39.332759,Sul,RPGA do Leste,2.6,8.6,8.6,3.4,2.0,8.2,5.8,0.6,4.0,43.0,2.6,1.6,0.2,1.8,93.0
Centro,291480201A,Itabuna,Itabuna (Centro) - 291480201A,-14.79,-39.274,Sul,RPGA do Leste,1.18,0.79,31.91,9.26,13.21,1.99,7.3,2.77,11.34,1.6,6.4,5.8,2.17,4.55,100.27
Estádio Municipal,291530401A,Itagimirim,Itagimirim (Estádio Municipal) - 291530401A,-16.089181,-39.615546,Sul,RPGA do Rio Jequitinhonha,0.2,8.89,33.71,3.75,0.0,0.79,3.56,7.51,18.52,2.96,0.4,4.93,0.0,0.4,85.62
Jusante,54945000,Itapebi,Itapebi (Jusante) - 54945000,-15.949206,-39.5225,Sul,RPGA do Rio Jequitinhonha,1.2,0.0,10.4,7.6,0.0,0.8,3.6,6.2,17.2,10.8,8.8,2.8,0.0,1.0,70.4
Faz. Macambira,46675000,Cotegipe,Cotegipe (Faz. Macambira) - 46675000,-11.6106,-44.1567,São Francisco,RPGA do Rio Grande,0.0,0.0,0.0,0.0,1.6,14.0,0.2,0.0,0.0,0.0,0.0,0.0,15.2,0.0,31.0
Santa Maria da Vitória,45910001,Santa Maria da Vitória,Santa Maria da Vitória - 45910001,-13.4006,-44.1989,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bom Jesus da Lapa,45480000,Bom Jesus da Lapa,Bom Jesus da Lapa - 45480000,-13.2572,-43.435,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.4,0.2,1.6,1.4,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,4.61
Boqueirão,46902000,Mansidão,Mansidão (Boqueirão) - 46902000,-11.345255,-43.826056,São Francisco,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.2,16.8,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,18.0
Bom Jesus da Lapa,83288,Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,-13.251389,-43.405278,São Francisco,RPGA do Rio Carnaíba de Dentro,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Ibotirama,A439,Ibotirama,Ibotirama - A439,-12.19306,-43.21342,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,0.0,0.0,0.0,0.0,0.6,1.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
Xique-Xique,PM-CL-05,Xique-Xique,Xique-Xique - PM-CL-05,-10.82519,-42.68914,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,0.0,0.0,0.0,0.0,8.8,13.2,0.0,1.2,0.0,3.0,0.0,0.0,0.2,0.0,26.4
